EntrezGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
57320,1598.328798,0.472251393,0.197016246,2.397017511,0.016529134,0.030432051
26961,17015.94767,0.418217557,0.174466866,2.397117387,0.016524629,0.030426799
74325,2470.542,-0.446190426,0.186132033,-2.397171617,0.016522183,0.030425338
20568,5531.320845,-1.428947654,0.596060411,-2.397320185,0.016515485,0.030416046
16396,1575.868066,0.362372879,0.151146107,2.397500583,0.016507355,0.030404113
328365,3630.835379,-0.791302789,0.330040305,-2.397594406,0.016503128,0.030399369
30805,135.4450595,1.356466519,0.565760968,2.397596505,0.016503033,0.030399369
73172,73.72996187,0.79171237,0.330165378,2.397926683,0.016488165,0.030377885
101471,1558.526262,0.43059847,0.179560524,2.398068688,0.016481774,0.030369149
16191,1.033968354,-2.767290008,1.153918733,-2.398167157,0.016477344,0.030364025
18715,226.9748757,-0.658256121,0.274479905,-2.398194218,0.016476127,0.030364025
56863,3.874915091,2.411254843,1.005421535,2.398252634,0.016473499,0.030363017
12487,4.329797434,2.551942199,1.063909504,2.398645927,0.016455818,0.030333465
67974,1372.04536,0.245625783,0.102391069,2.398898515,0.016444472,0.030315584
67236,399.464987,0.509351926,0.212266503,2.399586925,0.016413582,0.030261669
107338,2059.99221,0.833138265,0.347127317,2.400094213,0.016390853,0.030222789
77006,1342.833559,0.593069732,0.246997569,2.401115665,0.016345169,0.030141572
15257,4162.119957,0.369409206,0.153811065,2.401707621,0.016318746,0.03009586
73247,138.8051561,0.312557739,0.130129124,2.401904577,0.016309962,0.030082674
170741,15.33730707,2.140867022,0.891318892,2.401909173,0.016309757,0.030082674
624662,239.1945851,-0.690279746,0.287386187,-2.401923879,0.016309102,0.030082674
20517,9.597159092,2.61901201,1.090344,2.402005247,0.016305475,0.030082674
66390,738.7105274,0.523182685,0.21780167,2.402105944,0.016300987,0.030078171
11854,311.7439812,-0.572624958,0.238359337,-2.402360093,0.016289664,0.030060292
243963,71.37426652,-1.058374215,0.440492286,-2.402707719,0.016274189,0.030034744
66752,155.7628118,-0.677271012,0.281843544,-2.403003465,0.016261033,0.030013473
228769,440.3410521,0.323640713,0.134681486,2.403008186,0.016260823,0.030013473
16987,786.0411883,1.462694695,0.608661781,2.40313215,0.016255312,0.030008929
15412,48.04444248,-1.313513819,0.546439219,-2.403769301,0.01622701,0.029959685
19156,25012.55751,0.35658752,0.14831457,2.404264941,0.016205024,0.029922093
216760,422.5833851,-0.308739873,0.128408646,-2.404354246,0.016201065,0.029917783
69641,290.9255618,0.508598224,0.211499147,2.404729432,0.016184443,0.029890086
231659,1651.129709,0.40713932,0.169299678,2.404844028,0.016179369,0.029883713
271639,13.80494539,1.317617106,0.547883711,2.404921116,0.016175957,0.029880407
319832,10.8716789,1.851713975,0.769798768,2.405451986,0.016152474,0.029840023
215494,89.69384282,1.070210023,0.444878272,2.405624395,0.016144854,0.029828939
11548,1.003502886,-3.312467547,1.376912236,-2.40572163,0.016140558,0.029823994
234388,522.8013206,0.346276946,0.143935729,2.405774768,0.016138211,0.029822649
74947,2.068926616,2.181954129,0.906951649,2.405810863,0.016136617,0.029822649
110095,145.4984591,1.615944864,0.671607711,2.406084441,0.016124537,0.029803363
12611,1302.490111,0.358758,0.149088845,2.406336973,0.016113394,0.029785757
100216532,54.22684623,0.69510942,0.288826553,2.406667294,0.016098829,0.029761821
50793,537.3780949,-0.244513023,0.101588945,-2.406886123,0.016089186,0.029746981
71679,726.319267,0.402599905,0.167214573,2.407684318,0.016054056,0.02968501
234463,435.203061,0.39729127,0.164932048,2.408817901,0.016004281,0.029595946
27015,212.2542064,-0.828316787,0.343862534,-2.408860243,0.016002425,0.029595484
208994,296.0265032,-0.580528486,0.24096183,-2.409213466,0.015986944,0.029569824
72278,1334.828842,0.476250792,0.1975252,2.411088771,0.015904977,0.029421171
319180,2.636249934,2.014670368,0.835538014,2.411225262,0.015899025,0.029413117
233071,211.3918107,0.282172715,0.117017681,2.411368213,0.015892794,0.029404544
67042,114.4766234,-0.40666345,0.168632247,-2.411540241,0.015885299,0.029393629
100217464,27.7470419,-0.719825838,0.298375523,-2.41248287,0.015844282,0.02932068
209590,2.158098485,-2.800856962,1.160692697,-2.41309088,0.015817875,0.029274754
622531,1.841017973,-2.623835714,1.087268336,-2.413236574,0.015811553,0.029265996
627371,419.661932,-0.382718946,0.15850205,-2.414599345,0.015752527,0.029159673
667739,15907.77619,0.525008584,0.217425761,2.414656763,0.015750044,0.029158009
109889,10.29760556,-1.035044486,0.428641916,-2.41470665,0.015747887,0.029156948
105246,722.5015199,-0.222870767,0.092295765,-2.414745318,0.015746215,0.029156785
15458,18.750195,-1.098984887,0.455067886,-2.414991086,0.015735595,0.029140049
67470,1.487122926,-3.876227574,1.605008537,-2.415082217,0.015731658,0.029135689
15504,5.226232244,-1.588256531,0.65756186,-2.415372041,0.015719145,0.029115442
13121,2993.137723,-1.001136924,0.414481821,-2.41539405,0.015718195,0.029115442
72368,280.0106375,0.319069777,0.132079504,2.415740266,0.015703258,0.02909187
100041925,4302.712934,0.461150293,0.190878331,2.415938419,0.015694715,0.029078969
75740,1.127083555,-3.465770301,1.434478905,-2.416048286,0.015689981,0.029073122
67126,2160.193042,0.490481157,0.203001819,2.41614169,0.015685956,0.02906859
100040298,2648.601902,0.494033729,0.204453248,2.416365273,0.015676326,0.029053669
269536,565.3371029,-0.329081405,0.136187097,-2.416391959,0.015675177,0.029053669
54135,857.0760254,0.948560421,0.392417203,2.417224355,0.015639374,0.02899102
68982,106.9850186,0.883474834,0.365458314,2.417443522,0.015629959,0.028976484
104401,1785.879848,-0.218607566,0.090425936,-2.41753169,0.015626173,0.028972382
67534,636.6406094,0.515461401,0.213185785,2.417897613,0.015610469,0.028946179
223827,783.0363722,0.414319985,0.171329583,2.418262963,0.015594802,0.028920042
27027,1.631913972,3.171793001,1.311562423,2.418331713,0.015591856,0.02891749
67472,1233.630482,0.452180194,0.18694742,2.418756,0.015573683,0.028886695
407803,20.03359687,0.701588155,0.290023258,2.41907549,0.015560011,0.028864243
331063,11.04309311,2.955370446,1.221657712,2.419147702,0.015556922,0.028861421
71988,98.05408264,1.301725011,0.537732244,2.420768003,0.015487758,0.028736003
216188,222.4763465,-1.15607318,0.477559719,-2.420792904,0.015486697,0.028736003
71276,119.2954167,0.522249588,0.215686539,2.421336027,0.015463576,0.028696918
18022,2.386217236,3.213945598,1.326779471,2.422366089,0.015419808,0.028618579
66440,221.7997624,0.351714411,0.145178033,2.422642077,0.015408099,0.028599731
72690,118.7329545,1.448910818,0.598044011,2.422749481,0.015403545,0.02859416
66050,134.5978344,0.78213351,0.322804593,2.422931786,0.015395817,0.028582697
100038573,4.255197941,2.466158553,1.01776076,2.423122064,0.015387755,0.02857061
18720,882.9413853,0.363883336,0.150093505,2.424377638,0.01533465,0.02847488
68763,685.7038072,0.579211085,0.23890861,2.424404398,0.01533352,0.02847488
668779,39.58093508,0.619095856,0.255299827,2.424975619,0.015309415,0.028433756
71916,50.60886201,0.533506497,0.219987123,2.425171482,0.015301157,0.028421286
224530,404.7910389,1.385212994,0.571136382,2.425362903,0.015293091,0.028409169
231130,780.3663262,0.393848727,0.162356474,2.425827059,0.015273547,0.028375725
67861,204.6706118,0.406343354,0.167474126,2.426305263,0.015253434,0.028341219
110460,683.9987944,1.378007968,0.567880613,2.426580405,0.015241872,0.028322595
100316870,1.04530178,-2.763124633,1.138593752,-2.426787102,0.015233192,0.028309322
21819,8.62503024,-3.074697312,1.26693911,-2.426870626,0.015229686,0.028305663
67391,818.2141259,-0.374691564,0.154384492,-2.427002601,0.015224147,0.028298225
21652,947.9898756,-0.515995946,0.212602833,-2.427041727,0.015222505,0.02829803
12847,5433.638494,0.486861717,0.20059173,2.427127567,0.015218904,0.028294191
100043899,114.9548865,6.015280641,2.478317188,2.427163347,0.015217403,0.028294191
76800,541.3355768,-0.649027313,0.267323636,-2.427871036,0.015187743,0.028241962
54324,3756.932699,-0.393839317,0.162207386,-2.427998669,0.015182399,0.028234877
276852,192.5829381,-0.605336519,0.249303224,-2.428113479,0.015177593,0.028228791
18796,7.794554541,2.664336003,1.097281979,2.428123357,0.01517718,0.028228791
66578,105.5497403,0.600177521,0.247152925,2.42836503,0.015167069,0.028214917
383787,3.880906396,2.318571445,0.954728926,2.42851283,0.015160889,0.028206269
12943,4.465676831,1.633446282,0.67249782,2.428924278,0.015143695,0.028177127
114602,20.52600258,-0.797276672,0.328139184,-2.429690545,0.015111719,0.028120474
100861866,2.010340905,2.175608434,0.895425522,2.429692231,0.015111649,0.028120474
70891,21.02727803,-0.67091854,0.276102585,-2.429961098,0.015100444,0.028105172
16190,4409.838305,1.254416557,0.51617157,2.430231788,0.01508917,0.028087028
19303,5561.393466,-0.820815397,0.337687574,-2.430694704,0.015069907,0.028054008
230737,2701.52576,0.676995668,0.278516005,2.430724465,0.015068669,0.028054008
381591,3.495829066,-1.784756655,0.734211828,-2.43084705,0.015063572,0.028047887
116904,6.046767474,-1.474433282,0.606455665,-2.431230127,0.015047654,0.028021081
69009,148.4631833,0.323642619,0.13309607,2.431646704,0.01503036,0.027991708
67186,1898.883725,0.557585848,0.229278773,2.431912214,0.015019347,0.027974028
20493,4.321408147,-1.369226697,0.562948608,-2.432241019,0.015005718,0.027951471
98388,20.64344861,-1.406005394,0.578064673,-2.432263135,0.015004802,0.027951471
102209,337.4254764,0.579008806,0.238044107,2.43235934,0.015000817,0.027947995
13849,2003.581022,-1.18267726,0.486159559,-2.432693627,0.014986976,0.027925034
76373,5.094437796,1.650349947,0.678398465,2.432714743,0.014986102,0.027925034
76367,96.12651966,0.726176602,0.298486434,2.432863002,0.014979968,0.027917626
381582,8.696156567,-1.073193151,0.440972189,-2.433698039,0.014945457,0.02785613
100504352,1.741999396,2.384381043,0.979702697,2.433780218,0.014942065,0.027852626
68349,324.485556,0.47925629,0.196917693,2.433789886,0.014941666,0.027852626
57317,1242.553511,-0.382369611,0.157078405,-2.434259573,0.01492229,0.027821397
21924,9.661725751,1.246256557,0.511951174,2.434326983,0.014919511,0.027819033
28064,1095.371571,0.464642409,0.190833272,2.434808164,0.014899687,0.027784882
100736249,3.419932123,-1.898370481,0.779674593,-2.43482409,0.014899031,0.027784882
228913,1312.187986,0.539409392,0.221516787,2.435072305,0.014888814,0.027770233
77862,137.9697864,0.620664213,0.254836802,2.435536032,0.014869744,0.027737472
217116,4.507379825,-1.467208437,0.60222205,-2.436324671,0.01483736,0.02767987
233424,4.07837783,-1.976964153,0.811348311,-2.4366405,0.014824409,0.027658511
22691,47.64131761,1.042530744,0.427839325,2.436734268,0.014820566,0.027654143
268319,10.28205948,1.346751427,0.552675954,2.436783102,0.014818565,0.027653211
66917,899.5839862,0.420426501,0.172514877,2.437044905,0.01480784,0.027635999
207521,311.5634306,1.647445939,0.675853984,2.437576721,0.014786076,0.027598178
100042786,24.3677204,0.632631762,0.259480576,2.438069825,0.014765921,0.027563353
110094,433.2706359,-0.472386444,0.193738731,-2.438265396,0.014757935,0.027551237
108645,583.2613561,0.706625787,0.28974729,2.438765821,0.014737515,0.027515906
73431,91.52082384,-0.487280858,0.199805829,-2.438771987,0.014737264,0.027515906
71661,2.973144101,-1.969444378,0.807526659,-2.438859889,0.01473368,0.027514325
320554,49.398503,-1.303291756,0.534166282,-2.43986152,0.014692893,0.027440941
268859,1.155053548,-2.952950465,1.210178854,-2.44009425,0.01468343,0.02742605
110379,1025.946809,0.835956221,0.342498457,2.440759089,0.014656428,0.027378393
232944,1020.827888,-0.495911577,0.203007259,-2.442826813,0.014572729,0.027224802
103136,696.4022997,0.545958283,0.223485316,2.442926869,0.014568689,0.027220017
634104,1.846634718,-4.172485175,1.707794181,-2.443201425,0.01455761,0.027202077
99683,1423.799904,-0.346570734,0.141840278,-2.443387305,0.014550113,0.027190828
13448,397.9049229,-0.6706432,0.274462835,-2.443475453,0.014546559,0.027186946
241633,1.187229463,-2.954233884,1.20900924,-2.443516383,0.014544909,0.027186622
434175,57.00872021,1.614286482,0.660487432,2.444083571,0.014522062,0.027146673
629499,3.811227953,1.706147518,0.698037855,2.444204859,0.014517181,0.027140303
56088,387.6097791,-0.268418195,0.109804778,-2.444503791,0.014505156,0.027120576
66935,66.57075112,-0.592169832,0.242242143,-2.444536799,0.014503828,0.027120576
15400,2.229270504,-2.624942215,1.073466135,-2.445295784,0.014473339,0.027066584
433520,43.09051002,-0.80145377,0.327720688,-2.445539143,0.014463575,0.027051072
74107,143.9724632,1.199854621,0.490553282,2.445921096,0.014448262,0.027025177
58184,582.3287102,0.412040961,0.168408538,2.446675006,0.014418078,0.026971459
17112,10669.47802,-1.523166867,0.622464648,-2.446993369,0.014405349,0.026950385
27389,2.279165517,2.823440146,1.153504933,2.447705307,0.014376919,0.02689993
621998,5.529645499,-1.386573785,0.56644275,-2.44786218,0.014370661,0.026890954
234878,392.0277203,-0.774396503,0.316333577,-2.44803764,0.014363665,0.026880594
106200,714.9359971,0.605467988,0.247256517,2.448744311,0.014335517,0.026830644
19941,3616.251459,0.490041735,0.200050923,2.449584975,0.014302096,0.026770813
75302,757.6916312,0.35981352,0.146844627,2.450300893,0.014273688,0.026720356
22340,289.2652477,-0.439487562,0.179311698,-2.450969838,0.014247189,0.026673461
433771,1270.268107,0.386559632,0.15766538,2.451772426,0.014215453,0.026616753
100113398,34.53062097,0.561247309,0.228894658,2.451989546,0.014206879,0.026603403
628061,54.46783955,0.511405267,0.208525147,2.452487262,0.01418724,0.02656933
245174,23.47894009,1.154021255,0.470525296,2.452623197,0.014181881,0.026561995
269109,1.881657217,3.932746808,1.603430683,2.452707716,0.014178549,0.026558457
68662,1.310625116,3.35905309,1.369435193,2.452874811,0.014171965,0.026548824
100036521,261.524101,0.518871661,0.211492313,2.453383072,0.014151954,0.026514034
68999,103.7121283,-0.459382034,0.187241711,-2.453417196,0.014150611,0.026514034
228136,2677.641557,0.262695484,0.107073053,2.45342294,0.014150385,0.026514034
76507,12.7944425,2.503956728,1.020431628,2.453821166,0.014134726,0.026489843
76547,133.3150336,0.402846825,0.164164773,2.453917599,0.014130936,0.026485436
619883,46.76923816,0.553899117,0.225697806,2.454162608,0.014121311,0.02647009
100040599,6.32118343,-1.694969183,0.690635913,-2.45421524,0.014119244,0.026468911
14325,3470.422953,0.578826421,0.23581422,2.454586588,0.014104669,0.02644428
11705,6.416314299,-1.376315596,0.560470336,-2.455643962,0.014063241,0.026369293
171188,1.211973893,3.330019517,1.355673165,2.456358659,0.0140353,0.026319583
319262,184.4425852,-0.712195689,0.289936785,-2.456382653,0.014034363,0.026319583
68925,561.7782081,0.390157983,0.158830169,2.456447573,0.014031827,0.026318431
76265,306.9988744,-0.49299927,0.200652306,-2.456982829,0.014010938,0.026281928
19188,159.3660426,0.271510147,0.110474547,2.457671516,0.013984102,0.02623426
15559,4.838235095,-1.768862205,0.7196377,-2.457989908,0.01397171,0.026213684
72049,17.73798433,1.863205188,0.757845961,2.458553961,0.013949781,0.026175208
241322,259.0289634,0.718745886,0.292337023,2.458620805,0.013947184,0.026173003
76788,1294.549727,0.597458077,0.242940879,2.459273552,0.013921849,0.026128123
214854,60.71464908,-1.662950354,0.676057562,-2.459776279,0.013902365,0.026094214
94191,2.739136832,5.074827083,2.063014639,2.459908421,0.013897247,0.026087268
66967,2461.215012,0.671646603,0.272988701,2.4603458,0.01388032,0.026058151
243362,277.3927387,1.616650679,0.65706524,2.460411205,0.013877791,0.026056058
232941,1.695639626,-2.891700148,1.174958331,-2.461108681,0.01385084,0.026008109
106795,332.3020153,1.158223985,0.470600186,2.461163467,0.013848725,0.02600679
319634,6.06620356,1.408869036,0.57238268,2.461411021,0.013839172,0.025991501
100042304,3.730261992,5.482813849,2.226699766,2.462304947,0.013804724,0.025929448
382010,198.8210926,-0.340317989,0.138209794,-2.462329048,0.013803796,0.025929448
108011,444.2778233,-0.350189133,0.14219526,-2.462734229,0.013788208,0.025903711
73658,708.1678528,0.387509512,0.157330145,2.463034103,0.013776681,0.025884697
26921,4354.497821,-0.709014133,0.287759276,-2.463914083,0.013742905,0.025823871
230484,585.995141,0.723824602,0.293701209,2.464493097,0.013720721,0.025784816
66647,301.9258617,0.349829138,0.141932049,2.464764941,0.013710316,0.025767893
433702,1077.989322,0.342661475,0.139009405,2.46502368,0.01370042,0.025751922
244218,2.487262499,-1.875659694,0.760634814,-2.465913548,0.013666431,0.025690659
18392,94.13138811,0.914372184,0.370761912,2.466197727,0.013655593,0.025672905
19899,1949.146053,0.448801197,0.181971687,2.466324321,0.013650767,0.025666453
18986,405.3313399,-0.353503181,0.143291359,-2.467023716,0.013624133,0.025618992
11689,1.461064993,-2.669816048,1.082122309,-2.467203592,0.013617291,0.02560874
70942,4.441693162,-1.458102925,0.590949038,-2.467391992,0.013610127,0.025597883
26554,3447.681643,-0.289881053,0.117480056,-2.467491605,0.013606341,0.025593376
100043040,24.28442223,-0.719047325,0.291382942,-2.46770562,0.01359821,0.025580694
277743,13.31490491,1.027528404,0.416321171,2.468114702,0.013582679,0.025554089
67504,5.574869502,-1.706152176,0.691251962,-2.468205908,0.013579218,0.025550189
57434,72.76082378,1.095400881,0.443778494,2.468350531,0.013573733,0.025542477
231830,804.6773834,-1.276661045,0.517157024,-2.468613955,0.013563746,0.025526293
70561,1168.952551,0.64556185,0.261505201,2.468638668,0.013562809,0.025526293
56217,2778.321782,-0.532480447,0.215693097,-2.468694885,0.013560679,0.025525739
93892,9.621049841,-1.514591371,0.613492318,-2.468802505,0.013556601,0.025520673
12952,1137.877237,0.560396392,0.226980949,2.468913776,0.013552387,0.025515348
72792,77.1544308,1.792598459,0.726059881,2.468940243,0.013551385,0.025515348
244654,1772.675525,-0.85352746,0.345574205,-2.469881857,0.013515768,0.02545161
67455,391.4345065,0.7888672,0.319267948,2.470862501,0.013478763,0.025384522
53878,1.621322495,4.335262905,1.754391949,2.471091427,0.013470138,0.025370872
70481,26.17975514,-0.832477006,0.336824581,-2.471544698,0.013453073,0.025341324
54405,1303.450314,0.953853032,0.385913309,2.471676954,0.013448098,0.025334543
78767,11.10187705,1.296213122,0.524402392,2.471791018,0.013443808,0.025329053
100041585,3445.301401,-0.614964451,0.248713775,-2.472578979,0.013414207,0.025275869
329795,164.1638069,-0.968670103,0.391748037,-2.472686554,0.01341017,0.025270849
70024,175.3368492,0.88565833,0.358148077,2.472883108,0.013402797,0.02525954
100503545,8.42085048,-1.679703867,0.67907987,-2.473499717,0.013379691,0.025218574
105837,207.3228694,-0.538752795,0.21779879,-2.47362621,0.013374955,0.025212229
212163,451.0537482,-0.367248876,0.148460942,-2.473707026,0.01337193,0.025209108
14169,25.48909309,-1.252088514,0.506064335,-2.474168654,0.013354664,0.025179134
319157,1.624363488,3.099333968,1.252390122,2.47473524,0.013333498,0.025141802
19009,358.6229364,-0.49943129,0.201810826,-2.474749744,0.013332957,0.025141802
12933,1.239236533,-3.011044073,1.216647044,-2.47487066,0.013328443,0.02513742
66943,5851.352422,-0.563157463,0.227539064,-2.474992438,0.0133239,0.025131424
15365,26.958035,1.600147293,0.646473463,2.475194087,0.013316379,0.025119812
78771,10.84606221,-1.770247564,0.715113936,-2.475476249,0.013305861,0.025102543
227933,19.92950923,-1.044478455,0.421903554,-2.475633223,0.013300013,0.025094082
74267,3.632119019,-2.427636941,0.980573671,-2.475731313,0.01329636,0.02508976
66090,604.3083807,-0.643113551,0.259636623,-2.476975492,0.0132501,0.025005031
71726,128.2527253,0.58408702,0.235802329,2.477019721,0.013248458,0.025004496
75423,1050.418023,0.360814482,0.145658227,2.477130801,0.013244335,0.024999277
268880,373.4095744,0.608565424,0.245668421,2.477182136,0.013242431,0.024998244
28295,348.4505801,0.780789863,0.315096654,2.477937654,0.013214423,0.024947932
140792,21.52363992,-0.81850747,0.330278529,-2.478233972,0.013203453,0.024929777
225609,5.884839359,1.447105463,0.583860597,2.478511943,0.013193169,0.024912914
212989,3.688034503,-1.652789738,0.666811503,-2.478646108,0.013188208,0.024906101
68145,103.5033483,0.892963938,0.360183482,2.479191806,0.013168047,0.024870577
100972,613.3672074,-0.511619441,0.206244573,-2.480644377,0.013114514,0.02477201
22639,133.8117341,-0.341153907,0.137523027,-2.48070388,0.013112325,0.024770416
71954,1422.545437,0.315332257,0.127096806,2.481039986,0.013099968,0.024749611
108958,423.9202782,-0.440181661,0.177283694,-2.48292244,0.013030946,0.024621734
76808,6099.263646,0.579426972,0.233248686,2.484159645,0.012985758,0.024538871
246782,360.2055482,0.492172711,0.19808479,2.484656757,0.01296764,0.024507149
75600,2.259514638,-2.500632407,1.006399686,-2.484730908,0.01296494,0.024504561
100503907,47.97762618,0.961187094,0.386786981,2.485055445,0.012953126,0.024484746
71085,96.22954719,0.73115992,0.29413742,2.485776618,0.012926908,0.024437696
234865,454.0756236,0.407306592,0.163796831,2.48665733,0.012894954,0.024379791
545677,1.675226567,2.806217102,1.1282915,2.487138388,0.01287753,0.024349348
99010,368.3909139,0.799161658,0.321177985,2.488220534,0.012838409,0.024277871
54427,1.535732454,-2.752358762,1.105950029,-2.488682751,0.012821732,0.024248824
69595,3.514726955,1.961229703,0.787832286,2.489400012,0.012795891,0.024202438
231042,59.92816313,0.645793454,0.2594132,2.489439449,0.012794471,0.024202239
13723,1130.448363,-1.441748049,0.578902732,-2.490484099,0.01275692,0.024133687
207839,4.215713156,-2.763094341,1.109388778,-2.490645656,0.012751122,0.024125196
230899,4.339345488,-1.622341685,0.651350256,-2.490736236,0.012747872,0.024121525
74716,7.078890401,1.935423676,0.776957727,2.491028289,0.012737398,0.024104184
54650,535.7608988,0.632969661,0.254082288,2.491199467,0.012731262,0.024095049
229473,1031.866061,-0.533440103,0.214126127,-2.49124248,0.012729721,0.024094609
237560,3.067270125,2.757335771,1.106625796,2.491660489,0.012714751,0.024068748
68550,39.45222439,0.595784139,0.239012754,2.492687643,0.012678032,0.024001707
23912,15.64221772,0.905930871,0.363413681,2.492836448,0.01267272,0.023994118
28199,1500.519474,0.494601788,0.198397849,2.492979585,0.012667613,0.023986915
16582,941.1594806,-1.003341893,0.402414003,-2.493307602,0.012655915,0.023967229
100862018,1.561659701,4.264276392,1.709063368,2.495095542,0.012592322,0.023849252
13191,2380.819782,-0.367789731,0.147404244,-2.495109507,0.012591826,0.023849252
64707,270.2698594,-0.710144706,0.28460603,-2.495185028,0.012589147,0.023848144
14420,297.017329,0.514544406,0.206205065,2.495304394,0.012584912,0.023842575
56150,251.9437542,0.901976198,0.361434435,2.49554583,0.012576351,0.023828807
22334,2360.847445,0.380846912,0.152599722,2.495724799,0.012570008,0.02381924
68251,716.2047163,0.312476515,0.125199744,2.495823915,0.012566496,0.023815037
66939,708.6793167,0.450477405,0.180453705,2.496359969,0.01254752,0.023781522
19739,86.35938399,1.378299815,0.551872359,2.49749746,0.012507336,0.023707801
328963,3.526031575,-2.173735806,0.870355709,-2.497525762,0.012506338,0.023707801
381204,6.127561538,1.272711405,0.509418057,2.498363351,0.012476824,0.023654834
52004,570.4987476,0.453246358,0.181412932,2.498423639,0.012474702,0.023653247
14813,3.718501509,-1.75655121,0.702903258,-2.498994266,0.012454633,0.023617626
76025,523.5409387,0.455142302,0.182111513,2.499250563,0.012445628,0.023602982
77626,853.1007637,0.355755832,0.142268993,2.500585852,0.012398808,0.02351661
20304,9.539726659,1.224250003,0.4894758,2.50114511,0.012379244,0.023481923
216119,15.10138348,0.886349863,0.35433131,2.50147203,0.012367821,0.023462672
333669,3.927872596,-1.891016013,0.755944335,-2.501528123,0.012365862,0.023461372
13608,142.5571119,-1.741231389,0.695973595,-2.501864152,0.012354132,0.023441532
72754,1103.571173,0.500758515,0.200111409,2.502398632,0.012335494,0.023408581
71768,6.829058226,-1.399620509,0.559289129,-2.502499042,0.012331996,0.023404354
67210,802.8258554,0.422970766,0.168998796,2.502803434,0.012321396,0.023386646
195209,90.11901178,-1.65572166,0.661490411,-2.503016873,0.012313967,0.023374957
338350,108.6732608,-0.680092346,0.271678638,-2.503297094,0.012304221,0.023358864
100038486,1.869036397,-4.188416479,1.672858479,-2.503748244,0.012288544,0.023331508
104582,68.55175824,-1.006220099,0.401868858,-2.503851886,0.012284945,0.02332708
70223,4648.891245,0.593893676,0.23715203,2.504274057,0.012270295,0.023301664
67723,105.6296592,-0.700955835,0.279859939,-2.504666577,0.012256688,0.023278225
66098,198.3092283,-0.603422437,0.240879344,-2.5050817,0.012242311,0.023253319
269275,1.960142552,2.988344145,1.192757046,2.505408922,0.012230989,0.023234211
241035,2.584395272,4.471692155,1.784798935,2.505431882,0.012230195,0.023234211
20638,3504.343843,-0.301277388,0.120245702,-2.505514812,0.012227328,0.023232049
12892,599.288649,1.163698282,0.464383908,2.505897088,0.012214116,0.023209342
66523,468.2066354,0.256583345,0.102374307,2.506325579,0.012199323,0.023183624
56526,201.0141272,-1.200699011,0.478900661,-2.507198483,0.012169236,0.023128833
21787,1567.326158,0.451694307,0.180125137,2.507669468,0.012153029,0.023100415
58992,2.570238677,-2.581485278,1.029260235,-2.508097749,0.012138308,0.023074816
235132,838.9115812,-0.413132567,0.164704655,-2.508323566,0.012130553,0.023062455
16495,35.53975459,-0.743956545,0.296496104,-2.509161288,0.012101821,0.023010206
213054,1233.874011,0.271240001,0.10808388,2.509532418,0.012089112,0.022988414
217705,49.77164857,-0.803858658,0.320277681,-2.509880351,0.012077207,0.022968149
230233,671.4461588,0.495835172,0.197539567,2.510054964,0.012071237,0.022959166
100862376,2.281339398,4.754516036,1.893662333,2.51075176,0.012047438,0.022916269
75568,279.820714,1.803586689,0.718310589,2.510873037,0.0120433,0.022910764
240185,435.3781134,-1.118569246,0.445376912,-2.51151152,0.012021536,0.022871724
21912,1052.907586,1.393734603,0.554926781,2.51156486,0.01201972,0.022870631
53325,344.1597612,-0.482780334,0.192191753,-2.511972174,0.012005855,0.022846612
100504287,11.17587092,-1.999027783,0.795762338,-2.512091472,0.012001798,0.02284125
12236,222.7887826,1.213725481,0.483147808,2.512120433,0.012000813,0.02284125
213773,683.2416956,0.541088288,0.215389245,2.512141629,0.012000092,0.02284125
17850,968.0389134,1.052140687,0.418779642,2.512396928,0.011991413,0.022828565
56384,1448.748565,0.688699606,0.274039699,2.513138092,0.011966248,0.022783014
67143,732.5338372,-0.480434136,0.191104582,-2.513985435,0.011937536,0.022730699
12226,5234.660528,0.507150567,0.201723969,2.514081834,0.011934274,0.022726837
21419,1143.90771,-1.646865226,0.655005843,-2.514275627,0.011927717,0.0227167
595136,178.5578323,0.638739555,0.254031372,2.514412099,0.011923102,0.02271026
19383,6292.78538,-0.373004892,0.148345942,-2.514425987,0.011922633,0.02271026
77044,1849.244127,-0.200121452,0.079572756,-2.514949362,0.011904948,0.022680374
67927,2.783023839,-2.181629327,0.867417177,-2.515086611,0.011900314,0.022673892
100503759,6.335735358,2.359447456,0.938110471,2.515106193,0.011899653,0.022673892
14468,43.87623471,-1.009758317,0.401469705,-2.515154452,0.011898025,0.022673892
19175,1763.730173,0.304817194,0.121176637,2.515478234,0.011887102,0.02265575
382686,3.035035874,-1.921872033,0.763972416,-2.515630134,0.01188198,0.022648334
73826,2131.389996,0.450803116,0.179180931,2.515910107,0.011872546,0.022632694
69617,1516.137823,-0.371962907,0.147825163,-2.5162354,0.011861593,0.022614155
22218,1535.408826,0.252692993,0.100391268,2.517081382,0.011833149,0.022562264
56273,616.4729134,0.338109605,0.134324064,2.517118647,0.011831898,0.022562214
100502912,7.79266119,-1.414258934,0.561681132,-2.51790358,0.011805563,0.022514328
100862380,1.445916507,2.958858575,1.174847223,2.518504975,0.011785422,0.022478245
22687,784.7908936,0.622967134,0.247352931,2.518535482,0.011784401,0.022478245
21916,14.09763444,-1.790883991,0.710774514,-2.519623248,0.01174805,0.022411609
